image_path,model,error,latency_ms,Hard to spot?_pred,Accident or design?_pred,Emotion?_pred,Person or creature?_pred,Gender?_pred,Amusing?_pred,_raw,_image_file,Hard to spot?_gt,Accident or design?_gt,Emotion?_gt,Person or creature?_gt,Gender?_gt,Amusing?_gt
/Users/precioux/Desktop/Creativity/FacesInThings/images/000000220.jpg,gemini-2.5-flash-lite,,1709.0,Hard,Design,Other,Other,Neutral,No,,000000220.jpg,Easy,Accident,Neutral,Cartoon,Neutral,No
/Users/precioux/Desktop/Creativity/FacesInThings/images/000000230.jpg,gemini-2.5-flash-lite,,1145.0,Medium,Accident,Neutral,Other,Neutral,Somewhat,,000000230.jpg,Hard,Accident,Angry,Animal,Neutral,Somewhat
/Users/precioux/Desktop/Creativity/FacesInThings/images/000000240.jpg,gemini-2.5-flash-lite,,1346.0,Easy,Design,Neutral,Cartoon,Neutral,Yes,,000000240.jpg,Easy,Design,Sad,Other,Neutral,No
/Users/precioux/Desktop/Creativity/FacesInThings/images/000000242.jpg,gemini-2.5-flash-lite,,968.0,Easy,Design,Happy,Cartoon,Neutral,Yes,,000000242.jpg,Easy,Design,Happy,Other,Neutral,No
/Users/precioux/Desktop/Creativity/FacesInThings/images/000000283.jpg,gemini-2.5-flash-lite,,1004.0,Easy,Design,Other,Cartoon,Neutral,Yes,,000000283.jpg,Easy,Design,Happy,Cartoon,Neutral,No
/Users/precioux/Desktop/Creativity/FacesInThings/images/000000289.jpg,gemini-2.5-flash-lite,,1000.0,Easy,Design,Neutral,Robot,Neutral,Yes,,000000289.jpg,Easy,Accident,Neutral,Robot,Neutral,No
/Users/precioux/Desktop/Creativity/FacesInThings/images/000000290.jpg,gemini-2.5-flash-lite,,1389.0,Easy,Accident,Neutral,Other,Neutral,Somewhat,,000000290.jpg,Hard,Accident,Scared,Human-Adult,Male,Somewhat
/Users/precioux/Desktop/Creativity/FacesInThings/images/000000293.jpg,gemini-2.5-flash-lite,,1268.0,Medium,Accident,Neutral,Other,Neutral,Yes,,000000293.jpg,Easy,Accident,Neutral,Cartoon,Neutral,No
/Users/precioux/Desktop/Creativity/FacesInThings/images/000000295.jpg,gemini-2.5-flash-lite,,1155.0,Easy,Design,Neutral,Cartoon,Neutral,Yes,,000000295.jpg,Easy,Design,Neutral,Other,Neutral,No
/Users/precioux/Desktop/Creativity/FacesInThings/images/000000309.jpg,gemini-2.5-flash-lite,,928.0,Easy,Design,Happy,Cartoon,Neutral,Yes,,000000309.jpg,Easy,Design,Happy,Other,Neutral,No
/Users/precioux/Desktop/Creativity/FacesInThings/images/000000333.jpg,gemini-2.5-flash-lite,,1369.0,Medium,Accident,Neutral,Other,Neutral,Somewhat,,000000333.jpg,Hard,Accident,Neutral,Human-Old,Male,No
/Users/precioux/Desktop/Creativity/FacesInThings/images/000000337.jpg,gemini-2.5-flash-lite,,1359.0,Medium,Accident,Neutral,Other,Neutral,Somewhat,,000000337.jpg,Hard,Accident,Neutral,Alien,Neutral,No
/Users/precioux/Desktop/Creativity/FacesInThings/images/000000342.jpg,gemini-2.5-flash-lite,,1242.0,Easy,Accident,Neutral,Other,Neutral,Yes,,000000342.jpg,Hard,Accident,Neutral,Other,Neutral,No
/Users/precioux/Desktop/Creativity/FacesInThings/images/000000349.jpg,gemini-2.5-flash-lite,,1011.0,Medium,Accident,Neutral,Other,Neutral,Somewhat,,000000349.jpg,Medium,Accident,Neutral,Animal,Neutral,No
/Users/precioux/Desktop/Creativity/FacesInThings/images/000000350.jpg,gemini-2.5-flash-lite,,2382.0,Easy,Accident,Sad,Other,Neutral,Yes,,000000350.jpg,Easy,Accident,Happy,Robot,Neutral,Somewhat
/Users/precioux/Desktop/Creativity/FacesInThings/images/000000351.jpg,gemini-2.5-flash-lite,,945.0,Medium,Accident,Neutral,Animal,Neutral,Somewhat,,000000351.jpg,Easy,Accident,Neutral,Animal,Neutral,No
/Users/precioux/Desktop/Creativity/FacesInThings/images/000000354.jpg,gemini-2.5-flash-lite,,1076.0,Easy,Accident,Neutral,Other,Neutral,Yes,,000000354.jpg,Hard,Accident,Neutral,Human-Adult,Male,No
/Users/precioux/Desktop/Creativity/FacesInThings/images/000000361.jpg,gemini-2.5-flash-lite,,1430.0,Easy,Accident,Neutral,Other,Neutral,Yes,,000000361.jpg,Easy,Accident,Neutral,Cartoon,Neutral,No
/Users/precioux/Desktop/Creativity/FacesInThings/images/000000365.jpg,gemini-2.5-flash-lite,,947.0,Easy,Design,Happy,Human-Young,Neutral,Yes,,000000365.jpg,Easy,Design,Happy,Human-Adult,Male,Somewhat
/Users/precioux/Desktop/Creativity/FacesInThings/images/000000370.jpg,gemini-2.5-flash-lite,,1389.0,Easy,Design,Happy,Cartoon,Neutral,Yes,,000000370.jpg,Medium,Design,Neutral,Human-Old,Male,No
/Users/precioux/Desktop/Creativity/FacesInThings/images/000000375.jpg,gemini-2.5-flash-lite,,1062.0,Easy,Accident,Neutral,Other,Neutral,Yes,,000000375.jpg,Medium,Accident,Neutral,Animal,Neutral,No
/Users/precioux/Desktop/Creativity/FacesInThings/images/000000414.jpg,gemini-2.5-flash-lite,,997.0,Easy,Design,Neutral,Animal,Neutral,Yes,,000000414.jpg,Medium,Design,Surprised,Cartoon,Neutral,Yes
/Users/precioux/Desktop/Creativity/FacesInThings/images/000000417.jpg,gemini-2.5-flash-lite,,885.0,Easy,Accident,Neutral,Other,Neutral,Yes,,000000417.jpg,Medium,Accident,Neutral,Other,Neutral,No
/Users/precioux/Desktop/Creativity/FacesInThings/images/000000429.jpg,gemini-2.5-flash-lite,,1355.0,Easy,Design,Neutral,Cartoon,Neutral,Yes,,000000429.jpg,Easy,Design,Surprised,Robot,Neutral,No
/Users/precioux/Desktop/Creativity/FacesInThings/images/000000430.jpg,gemini-2.5-flash-lite,,973.0,Easy,Accident,Neutral,Other,Neutral,Somewhat,,000000430.jpg,Easy,Accident,Happy,Other,Neutral,No
/Users/precioux/Desktop/Creativity/FacesInThings/images/000000436.jpg,gemini-2.5-flash-lite,,1699.0,Hard,Accident,Neutral,Other,Neutral,No,,000000436.jpg,Easy,Design,Neutral,Human-Young,Neutral,Somewhat
/Users/precioux/Desktop/Creativity/FacesInThings/images/000000444.jpg,gemini-2.5-flash-lite,,1045.0,Medium,Accident,Neutral,Animal,Neutral,Somewhat,,000000444.jpg,Hard,Accident,Neutral,Animal,Neutral,No
/Users/precioux/Desktop/Creativity/FacesInThings/images/000000445.jpg,gemini-2.5-flash-lite,,1015.0,Easy,Design,Happy,Other,Neutral,Yes,,000000445.jpg,Easy,Accident,Happy,Robot,Neutral,Somewhat
/Users/precioux/Desktop/Creativity/FacesInThings/images/000000446.jpg,gemini-2.5-flash-lite,,1302.0,Easy,Design,Neutral,Other,Neutral,Yes,,000000446.jpg,Medium,Accident,Neutral,Robot,Neutral,No
/Users/precioux/Desktop/Creativity/FacesInThings/images/000000469.jpg,gemini-2.5-flash-lite,,1160.0,Medium,Accident,Neutral,Other,Neutral,Somewhat,,000000469.jpg,Medium,Accident,Disgusted,Human-Old,Male,No
/Users/precioux/Desktop/Creativity/FacesInThings/images/000000473.jpg,gemini-2.5-flash-lite,,1203.0,Medium,Accident,Neutral,Other,Neutral,Somewhat,,000000473.jpg,Easy,Accident,Neutral,Alien,Neutral,No
/Users/precioux/Desktop/Creativity/FacesInThings/images/000000477.jpg,gemini-2.5-flash-lite,,1401.0,Easy,Design,Surprised,Cartoon,Neutral,Yes,,000000477.jpg,Easy,Accident,Happy,Robot,Neutral,No
/Users/precioux/Desktop/Creativity/FacesInThings/images/000000483.jpg,gemini-2.5-flash-lite,,1331.0,Medium,Accident,Neutral,Other,Neutral,Somewhat,,000000483.jpg,Medium,Accident,Neutral,Human-Adult,Neutral,No
/Users/precioux/Desktop/Creativity/FacesInThings/images/000000490.jpg,gemini-2.5-flash-lite,,1116.0,Easy,Accident,Happy,Other,Neutral,Yes,,000000490.jpg,Medium,Accident,Happy,Robot,Neutral,Somewhat
/Users/precioux/Desktop/Creativity/FacesInThings/images/000000497.jpg,gemini-2.5-flash-lite,,1201.0,Easy,Design,Happy,Cartoon,Neutral,Yes,,000000497.jpg,Easy,Design,Happy,Other,Neutral,No
/Users/precioux/Desktop/Creativity/FacesInThings/images/000000501.jpg,gemini-2.5-flash-lite,,1569.0,Medium,Accident,Neutral,Other,Neutral,Somewhat,,000000501.jpg,Hard,Accident,Happy,Alien,Neutral,No
/Users/precioux/Desktop/Creativity/FacesInThings/images/000000532.jpg,gemini-2.5-flash-lite,,1168.0,Easy,Design,Neutral,Animal,Neutral,Yes,,000000532.jpg,Easy,Design,Other,Animal,Neutral,No
/Users/precioux/Desktop/Creativity/FacesInThings/images/000000544.jpg,gemini-2.5-flash-lite,,1378.0,Easy,Design,Neutral,Cartoon,Neutral,Yes,,000000544.jpg,Easy,Accident,Neutral,Cartoon,Neutral,No
/Users/precioux/Desktop/Creativity/FacesInThings/images/000000549.jpg,gemini-2.5-flash-lite,,952.0,Easy,Accident,Neutral,Other,Neutral,Yes,,000000549.jpg,Easy,Design,Neutral,Human-Adult,Male,No
/Users/precioux/Desktop/Creativity/FacesInThings/images/000000552.jpg,gemini-2.5-flash-lite,,1035.0,Easy,Design,Neutral,Cartoon,Neutral,Yes,,000000552.jpg,Easy,Design,Neutral,Other,Neutral,No
/Users/precioux/Desktop/Creativity/FacesInThings/images/000000575.jpg,gemini-2.5-flash-lite,,1032.0,Easy,Design,Neutral,Other,Neutral,No,,000000575.jpg,Medium,Accident,Surprised,Robot,Neutral,No
/Users/precioux/Desktop/Creativity/FacesInThings/images/000000577.jpg,gemini-2.5-flash-lite,,1216.0,Easy,Design,Neutral,Cartoon,Neutral,Yes,,000000577.jpg,Easy,Design,Neutral,Animal,Neutral,No
/Users/precioux/Desktop/Creativity/FacesInThings/images/000000589.jpg,gemini-2.5-flash-lite,,1130.0,Easy,Design,Neutral,Other,Neutral,Yes,,000000589.jpg,Easy,Accident,Neutral,Cartoon,Neutral,No
/Users/precioux/Desktop/Creativity/FacesInThings/images/000000648.jpg,gemini-2.5-flash-lite,,941.0,Easy,Design,Neutral,Cartoon,Neutral,Yes,,000000648.jpg,Easy,Design,Neutral,Cartoon,Neutral,No
/Users/precioux/Desktop/Creativity/FacesInThings/images/000000654.jpg,gemini-2.5-flash-lite,,874.0,Medium,Accident,Neutral,Other,Neutral,Somewhat,,000000654.jpg,Hard,Accident,Neutral,Other,Neutral,No
/Users/precioux/Desktop/Creativity/FacesInThings/images/000000660.jpg,gemini-2.5-flash-lite,,932.0,Easy,Design,Neutral,Other,Neutral,No,,000000660.jpg,Easy,Accident,Neutral,Cartoon,Neutral,No
/Users/precioux/Desktop/Creativity/FacesInThings/images/000000676.jpg,gemini-2.5-flash-lite,,1271.0,Easy,Design,Neutral,Other,Neutral,Yes,,000000676.jpg,Easy,Design,Neutral,Other,Neutral,Somewhat
/Users/precioux/Desktop/Creativity/FacesInThings/images/000000679.jpg,gemini-2.5-flash-lite,,1049.0,Easy,Design,Happy,Other,Neutral,Yes,,000000679.jpg,Easy,Design,Happy,Cartoon,Neutral,Somewhat
/Users/precioux/Desktop/Creativity/FacesInThings/images/000000682.jpg,gemini-2.5-flash-lite,,1015.0,Easy,Design,Happy,Other,Neutral,Yes,,000000682.jpg,Easy,Design,Happy,Other,Neutral,No
/Users/precioux/Desktop/Creativity/FacesInThings/images/000000689.jpg,gemini-2.5-flash-lite,,1531.0,Easy,Design,Neutral,Other,Neutral,Yes,,000000689.jpg,Medium,Design,Neutral,Other,Neutral,No
/Users/precioux/Desktop/Creativity/FacesInThings/images/000000693.jpg,gemini-2.5-flash-lite,,1245.0,Easy,Design,Neutral,Cartoon,Neutral,Yes,,000000693.jpg,Easy,Design,Neutral,Cartoon,Neutral,No
/Users/precioux/Desktop/Creativity/FacesInThings/images/000000702.jpg,gemini-2.5-flash-lite,,1065.0,Easy,Design,Angry,Cartoon,Neutral,Yes,,000000702.jpg,Easy,Design,Neutral,Animal,Neutral,No
/Users/precioux/Desktop/Creativity/FacesInThings/images/000000706.jpg,gemini-2.5-flash-lite,,1397.0,Medium,Design,Sad,Cartoon,Neutral,Somewhat,,000000706.jpg,,Design,Neutral,Human-Adult,Male,No
/Users/precioux/Desktop/Creativity/FacesInThings/images/000000717.jpg,gemini-2.5-flash-lite,,1437.0,Easy,Design,Happy,Other,Neutral,Yes,,000000717.jpg,Easy,Accident,Happy,Robot,Neutral,No
/Users/precioux/Desktop/Creativity/FacesInThings/images/000000725.jpg,gemini-2.5-flash-lite,,1039.0,Easy,Accident,Neutral,Other,Neutral,Yes,,000000725.jpg,Easy,Accident,Neutral,Human-Young,Male,No
/Users/precioux/Desktop/Creativity/FacesInThings/images/000000732.jpg,gemini-2.5-flash-lite,,1028.0,Easy,Design,Other,Cartoon,Neutral,Yes,,000000732.jpg,Easy,Design,Sad,Human-Adult,Neutral,No
/Users/precioux/Desktop/Creativity/FacesInThings/images/000000733.jpg,gemini-2.5-flash-lite,,1064.0,Medium,Accident,Neutral,Other,Neutral,Somewhat,,000000733.jpg,Hard,Accident,Sad,Alien,Neutral,Somewhat
/Users/precioux/Desktop/Creativity/FacesInThings/images/000000752.jpg,gemini-2.5-flash-lite,,1079.0,Medium,Design,Neutral,Other,Neutral,Yes,,000000752.jpg,Easy,Design,Neutral,Animal,Neutral,No
/Users/precioux/Desktop/Creativity/FacesInThings/images/000000754.jpg,gemini-2.5-flash-lite,,926.0,Easy,Design,Happy,Cartoon,Neutral,Yes,,000000754.jpg,Easy,Design,Happy,Other,Neutral,No
/Users/precioux/Desktop/Creativity/FacesInThings/images/000000767.jpg,gemini-2.5-flash-lite,,1448.0,Medium,Accident,Neutral,Other,Neutral,Somewhat,,000000767.jpg,Medium,Accident,Neutral,Animal,Neutral,No
/Users/precioux/Desktop/Creativity/FacesInThings/images/000000773.jpg,gemini-2.5-flash-lite,,931.0,Medium,Accident,Neutral,Other,Neutral,Somewhat,,000000773.jpg,Hard,Accident,Surprised,Human-Old,Male,No
/Users/precioux/Desktop/Creativity/FacesInThings/images/000000802.jpg,gemini-2.5-flash-lite,,1302.0,Easy,Design,Neutral,Cartoon,Neutral,Yes,,000000802.jpg,Easy,Design,Happy,Animal,Neutral,No
/Users/precioux/Desktop/Creativity/FacesInThings/images/000000804.jpg,gemini-2.5-flash-lite,,1256.0,Medium,Accident,Neutral,Other,Neutral,Somewhat,,000000804.jpg,Easy,Accident,Neutral,Other,Neutral,No
/Users/precioux/Desktop/Creativity/FacesInThings/images/000000809.jpg,gemini-2.5-flash-lite,,1075.0,Medium,Accident,Neutral,Other,Neutral,Somewhat,,000000809.jpg,Hard,Accident,Neutral,Animal,Neutral,No
/Users/precioux/Desktop/Creativity/FacesInThings/images/000000810.jpg,gemini-2.5-flash-lite,,1128.0,Medium,Accident,Neutral,Other,Neutral,Somewhat,,000000810.jpg,Hard,Accident,Neutral,Animal,Neutral,No
/Users/precioux/Desktop/Creativity/FacesInThings/images/000000811.jpg,gemini-2.5-flash-lite,,1113.0,Medium,Accident,Neutral,Other,Neutral,Somewhat,,000000811.jpg,Hard,Accident,Neutral,Robot,Neutral,No
/Users/precioux/Desktop/Creativity/FacesInThings/images/000000825.jpg,gemini-2.5-flash-lite,,981.0,Easy,Design,Happy,Cartoon,Neutral,Yes,,000000825.jpg,Easy,Design,Happy,Human-Adult,Neutral,Yes
/Users/precioux/Desktop/Creativity/FacesInThings/images/000000832.jpg,gemini-2.5-flash-lite,,941.0,Easy,Design,Neutral,Other,Neutral,No,,000000832.jpg,Easy,Accident,Neutral,Cartoon,Neutral,No
/Users/precioux/Desktop/Creativity/FacesInThings/images/000000833.jpg,gemini-2.5-flash-lite,,969.0,Easy,Design,Neutral,Animal,Neutral,Yes,,000000833.jpg,Medium,Accident,Neutral,Animal,Neutral,No
/Users/precioux/Desktop/Creativity/FacesInThings/images/000000836.jpg,gemini-2.5-flash-lite,,1209.0,Easy,Accident,Neutral,Other,Neutral,Yes,,000000836.jpg,Hard,Accident,Neutral,Robot,Neutral,No
/Users/precioux/Desktop/Creativity/FacesInThings/images/000000859.jpg,gemini-2.5-flash-lite,,1236.0,Easy,Design,Neutral,Animal,Neutral,Yes,,000000859.jpg,Easy,Design,Neutral,Animal,Neutral,No
/Users/precioux/Desktop/Creativity/FacesInThings/images/000000877.jpg,gemini-2.5-flash-lite,,1176.0,Medium,Accident,Neutral,Other,Neutral,No,,000000877.jpg,Hard,Accident,Neutral,Human-Old,Male,No
/Users/precioux/Desktop/Creativity/FacesInThings/images/000000886.jpg,gemini-2.5-flash-lite,,1108.0,Easy,Accident,Other,Other,Neutral,Yes,,000000886.jpg,Easy,Accident,Happy,Human-Adult,Neutral,Yes
/Users/precioux/Desktop/Creativity/FacesInThings/images/000000929.jpg,gemini-2.5-flash-lite,,987.0,Easy,Accident,Other,Other,Neutral,Yes,,000000929.jpg,Medium,Accident,Scared,Alien,Neutral,Somewhat
/Users/precioux/Desktop/Creativity/FacesInThings/images/000000936.jpg,gemini-2.5-flash-lite,,952.0,Medium,Accident,Neutral,Other,Neutral,Somewhat,,000000936.jpg,Hard,Accident,Neutral,Animal,Neutral,No
